VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-01-01 00:01:29,2016-01-01 00:10:45,1,1.52,-73.971771240234375,40.759838104248047,1,N,-73.987518310546875,40.748722076416016,1,8,0.5,0.5,2.79,0,0.3,12.09
2,2016-01-01 00:01:29,2016-01-01 00:05:08,1,.76,-73.941848754882813,40.829483032226563,1,N,-73.938644409179688,40.839866638183594,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-01-01 00:01:29,2016-01-01 00:12:56,5,2.68,-74.010520935058594,40.718410491943359,1,N,-73.991348266601563,40.745208740234375,1,10,0.5,0.5,2,0,0.3,13.3
2,2016-01-01 00:01:32,2016-01-01 00:25:32,1,2.70,-74.007087707519531,40.719131469726562,1,N,-73.987579345703125,40.749889373779297,1,16,0.5,0.5,1.5,0,0.3,18.8
1,2016-01-01 00:01:33,2016-01-01 00:14:43,1,4.30,-73.994468688964844,40.718978881835938,1,N,-73.956626892089844,40.674392700195313,1,15,0.5,0.5,3.25,0,0.3,19.55
2,2016-01-01 00:01:33,2016-01-01 00:13:25,1,6.29,-73.984992980957031,40.773891448974609,1,N,-73.936492919921875,40.847770690917969,2,19.5,0.5,0.5,0,0,0.3,20.8
2,2016-01-01 00:01:33,2016-01-01 00:05:39,1,1.22,-73.862693786621094,40.768730163574219,1,N,-73.875297546386719,40.770359039306641,1,6,0.5,0.5,0,0,0.3,7.3
2,2016-01-01 00:01:33,2016-01-01 00:15:16,5,1.49,-73.998031616210938,40.719669342041016,1,N,-73.983909606933594,40.731800079345703,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2016-01-01 00:01:33,2016-01-01 00:37:20,5,11.55,-73.794479370117187,40.657150268554687,1,N,-73.887382507324219,40.654159545898438,2,36.5,0.5,0.5,0,0,0.3,37.8
1,2016-01-01 00:01:34,2016-01-01 00:15:38,1,2.90,0,0,1,N,0,0,2,12,0.5,0.5,0,0,0.3,13.3
2,2016-01-01 00:01:34,2016-01-01 00:18:12,1,2.67,-74.002845764160156,40.731151580810547,1,N,-73.973526000976563,40.748710632324219,1,12.5,0.5,0.5,1.1,0,0.3,14.9
2,2016-01-01 00:01:34,2016-01-01 00:19:14,1,4.26,-73.978584289550781,40.762580871582031,1,N,-73.963310241699219,40.798713684082031,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2016-01-01 00:01:35,2016-01-01 00:09:13,1,1.30,-73.995773315429688,40.759323120117188,1,N,-73.994873046875,40.750301361083984,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-01-01 00:01:35,2016-01-01 00:08:48,1,1.30,-74.005050659179687,40.739955902099609,1,N,-73.989837646484375,40.729434967041016,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-01-01 00:01:35,2016-01-01 00:08:11,3,1.18,-73.998970031738281,40.734600067138672,1,N,-73.983680725097656,40.725776672363281,2,6.5,0.5,0.5,0,0,0.3,7.8
2,2016-01-01 00:01:36,2016-01-01 00:20:36,1,3.55,0,0,1,N,0,0,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2016-01-01 00:01:37,2016-01-01 00:26:40,2,4.59,-73.973670959472656,40.784519195556641,1,N,-73.988189697265625,40.731971740722656,2,19,0.5,0.5,0,0,0.3,20.3
2,2016-01-01 00:01:37,2016-01-01 00:25:25,2,1.53,0,0,1,N,0,0,2,15,0.5,0.5,0,0,0.3,16.3
2,2016-01-01 00:01:37,2016-01-01 00:03:31,1,.20,-73.973335266113281,40.764072418212891,1,N,-73.974853515625,40.761734008789063,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-01-01 00:01:38,2016-01-01 00:35:31,1,10.10,-73.978492736816406,40.762176513671875,1,N,-73.961082458496094,40.667453765869141,2,33,0.5,0.5,0,0,0.3,34.3
1,2016-01-01 00:01:38,2016-01-01 00:06:22,1,.70,-73.997833251953125,40.744915008544922,1,N,-73.992012023925781,40.738502502441406,1,5.5,0.5,0.5,1.2,0,0.3,8
1,2016-01-01 00:01:38,2016-01-01 00:08:32,1,.90,-73.955589294433594,40.764049530029297,1,N,-73.967979431152344,40.762413024902344,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-01-01 00:01:38,2016-01-01 00:45:57,1,7.80,-73.988357543945313,40.720142364501953,1,N,-73.968849182128906,40.790580749511719,1,32.5,0.5,0.5,6.76,0,0.3,40.56
1,2016-01-01 00:01:38,2016-01-01 00:06:34,1,1.20,-73.99267578125,40.720390319824219,1,N,-74.003372192382813,40.708168029785156,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-01-01 00:01:39,2016-01-01 00:20:55,2,6.20,-74.014839172363281,40.714607238769531,1,N,-73.987525939941406,40.745502471923828,1,21,0.5,0.5,5.55,0,0.3,27.85
1,2016-01-01 00:01:39,2016-01-01 00:17:04,1,4.00,-73.944168090820313,40.788074493408203,1,N,-73.985527038574219,40.747257232666016,1,14.5,0.5,0.5,1,0,0.3,16.8
1,2016-01-01 00:01:39,2016-01-01 00:12:30,1,3.30,-73.978569030761719,40.729572296142578,1,N,-73.9554443359375,40.768348693847656,2,12.5,0.5,0.5,0,0,0.3,13.8
2,2016-01-01 00:01:39,2016-01-01 00:05:47,1,.71,-73.999031066894531,40.734218597412109,1,N,-73.999221801757812,40.729026794433594,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-01-01 00:01:40,2016-01-01 00:16:59,1,5.70,-73.959922790527344,40.773502349853516,1,N,-73.888465881347656,40.816562652587891,2,18.5,0.5,0.5,0,0,0.3,19.8
1,2016-01-01 00:01:40,2016-01-01 00:24:33,2,3.60,-73.993942260742188,40.7567138671875,1,N,-74.003631591796875,40.751472473144531,2,16,0.5,0.5,0,0,0.3,17.3
1,2016-01-01 00:01:41,2016-01-01 00:07:46,1,.90,-74.002578735351563,40.739639282226562,1,N,-74.002197265625,40.745220184326172,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-01-01 00:01:41,2016-01-01 00:34:07,3,9.60,-73.99676513671875,40.742439270019531,1,N,-73.941566467285156,40.851390838623047,1,32,0.5,0.5,5,0,0.3,38.3
2,2016-01-01 00:01:41,2016-01-01 00:08:17,1,1.33,-73.976448059082031,40.758377075195312,1,N,-73.976432800292969,40.745105743408203,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-01-01 00:01:41,2016-01-01 00:08:50,1,1.18,-74.004280090332031,40.721820831298828,1,N,-73.999076843261719,40.734031677246094,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-01-01 00:01:42,2016-01-01 00:16:39,1,6.90,-73.97149658203125,40.756011962890625,1,N,-74.0155029296875,40.7178955078125,1,21.5,0.5,0.5,4.56,0,0.3,27.36
2,2016-01-29 09:18:19,2016-01-29 09:28:56,1,1.78,-73.949546813964844,40.771762847900391,1,N,-73.963699340820313,40.757251739501953,1,9,0,0.5,2.45,0,0.3,12.25
1,2016-01-29 09:18:20,2016-01-29 10:20:27,1,7.50,-73.9739990234375,40.742992401123047,1,N,-73.954803466796875,40.692562103271484,2,41,0,0.5,0,0,0.3,41.8
1,2016-01-29 09:18:20,2016-01-29 09:29:27,1,1.40,-73.987266540527344,40.74432373046875,1,N,-73.979766845703125,40.760555267333984,1,9,0,0.5,1,0,0.3,10.8
1,2016-01-29 09:18:20,2016-01-29 09:21:35,1,.50,-73.942710876464844,40.794361114501953,1,N,-73.935356140136719,40.796188354492187,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-01-29 09:18:20,2016-01-29 09:30:41,1,1.00,-74.008773803710937,40.713890075683594,1,N,-73.99676513671875,40.723995208740234,1,9,0,0.5,1,0,0.3,10.8
1,2016-01-29 09:18:20,2016-01-29 09:23:43,1,.60,-73.997711181640625,40.724002838134766,1,N,-74.005271911621094,40.719131469726562,1,5,0,0.5,1,0,0.3,6.8
1,2016-01-29 09:18:21,2016-01-29 09:39:13,1,2.70,-73.9652099609375,40.791206359863281,1,N,-73.975845336914063,40.760135650634766,1,15,0,0.5,3.15,0,0.3,18.95
1,2016-01-29 09:18:21,2016-01-29 09:33:55,1,2.60,-73.982025146484375,40.772476196289063,1,N,-73.954948425292969,40.783359527587891,2,12.5,0,0.5,0,0,0.3,13.3
1,2016-01-29 09:18:21,2016-01-29 09:27:59,1,1.20,-73.996589660644531,40.742809295654297,1,N,-73.989616394042969,40.757415771484375,2,8,0,0.5,0,0,0.3,8.8
2,2016-01-29 09:18:21,2016-01-29 09:28:16,5,1.23,-74.015983581542969,40.715091705322266,1,N,-74.001075744628906,40.721012115478516,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-01-29 09:18:21,2016-01-29 09:23:18,1,.69,-73.975120544433594,40.75225830078125,1,N,-73.983833312988281,40.747150421142578,2,5,0,0.5,0,0,0.3,5.8
2,2016-01-29 09:18:21,2016-01-29 09:27:30,1,1.61,-73.955718994140625,40.768203735351562,1,N,-73.972061157226562,40.781772613525391,1,8,0,0.5,1.76,0,0.3,10.56
2,2016-01-29 09:18:21,2016-01-29 09:19:57,1,.29,-73.971885681152344,40.781833648681641,1,N,-73.969383239746094,40.785346984863281,1,3.5,0,0.5,1.29,0,0.3,5.59
2,2016-01-29 09:18:21,2016-01-29 09:54:39,1,4.89,-74.005928039550781,40.745220184326172,1,N,-73.964263916015625,40.807376861572266,1,24.5,0,0.5,1.1,0,0.3,26.4
2,2016-01-29 09:18:21,2016-01-29 09:40:52,2,7.33,-73.997886657714844,40.682857513427734,1,N,-73.972236633300781,40.749797821044922,1,23.5,0,0.5,6.08,0,0.3,30.38
1,2016-01-29 09:18:22,2016-01-29 09:25:05,1,.90,-73.996261596679687,40.738037109375,1,N,-73.990272521972656,40.731681823730469,1,6,0,0.5,1,0,0.3,7.8
1,2016-01-29 09:18:22,2016-01-29 09:28:43,1,.80,-73.991203308105469,40.749736785888672,1,N,-73.989494323730469,40.739948272705078,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-01-29 09:18:22,2016-01-29 09:28:10,1,1.20,-73.957862854003906,40.765365600585938,1,N,-73.97076416015625,40.757892608642578,2,8,0,0.5,0,0,0.3,8.8
1,2016-01-29 09:18:22,2016-01-29 09:25:30,1,.90,0,0,1,N,0,0,1,6.5,0,0.5,1.45,0,0.3,8.75
2,2016-01-29 09:18:22,2016-01-29 09:27:28,1,2.60,-74.010635375976563,40.717437744140625,1,N,-74.007949829101563,40.751300811767578,1,10.5,0,0.5,2,0,0.3,13.3
2,2016-01-29 09:18:22,2016-01-29 09:29:24,6,1.10,-73.967247009277344,40.760688781738281,1,N,-73.980751037597656,40.767665863037109,2,8,0,0.5,0,0,0.3,8.8
2,2016-01-29 09:18:22,2016-01-29 09:32:34,1,2.96,-73.977798461914063,40.73419189453125,1,N,-74.001014709472656,40.724208831787109,1,13,0,0.5,2,0,0.3,15.8
2,2016-01-29 09:18:22,2016-01-29 09:35:21,5,1.40,-73.979217529296875,40.784881591796875,1,N,-73.981887817382812,40.765708923339844,1,11.5,0,0.5,2,0,0.3,14.3
